koi_disposition,orbital_period,transit_duration,transit_depth,planet_radius,stellar_logg,stellar_radius,insolation,eq_temp,mag,model_snr,ra,dec,mission,stellar_teff
CONFIRMED,41.688644,,,2.35545351,,0.956122,,,10.849,,53.6511231,20.5990205,K2,5703
CONFIRMED,41.6855,,,2.23,,0.928,,,10.849,,53.6511231,20.5990205,K2,5766
CONFIRMED,41.6855,,,2.57807,,1.08,,,10.849,,53.6511231,20.5990205,K2,5766
CANDIDATE,2.30183,,,1.12,,0.762602,,,11.727,,183.8462454,-6.2683289,K2,4616.52
CANDIDATE,2.302368,,,1.31258765,,0.710995,,,11.727,,183.8462454,-6.2683289,K2,4720
CANDIDATE,1.1947488,,,4.19,,0.57,,,19.21,,175.9385954,-5.8733592,K2,3919
CANDIDATE,6.178369,,,9.91257877,,0.789478,,,11.733,,181.3718091,-5.8482738,K2,5015
CANDIDATE,6.17887,,,8.84,,0.849432,,,11.733,,181.3718091,-5.8482738,K2,4719.28
CANDIDATE,1.17589,,,0.86,,0.309,,,16.64,,173.902664,-5.364612,K2,5286
CANDIDATE,10.6966,,,1.45,,0.588,,,14.346,,173.0432884,-5.2471672,K2,5286
CANDIDATE,1.5374115,,,45,,1.599,,,12.382,,174.9978388,-5.0404536,K2,5286
CANDIDATE,2.71189,,,4.34,,3.16745,,,11.461,,181.5936878,-4.9467043,K2,6402
CANDIDATE,18.10549,,,2.09985108,,1.224685,,,10.971,,181.1211419,-4.8991358,K2,6213
CONFIRMED,6.7987,,,1.047,,0.282,,,17.6984,,170.1408561,-4.8070039,K2,3648
CANDIDATE,79.9999,,,10.2,,0.508,,,14.258,,169.1498727,-4.6564416,K2,4542
CANDIDATE,6.77145,,,30,,0.707,,,14.258,,169.1498727,-4.6564416,K2,5286
CANDIDATE,17.77297,,,26.44,,1.25428,,,13.327,,184.1697015,-4.5603949,K2,5847
CANDIDATE,0.99656225,,,32.8,,0.5,,,16.226,,172.7104166,-4.5075924,K2,3727
CANDIDATE,14.912381,,,3.55,,0.65,,,15.537,,177.0948891,-4.1644059,K2,4224
CANDIDATE,14.9139,,,3.24,,0.647,,,15.537,,177.0948891,-4.1644059,K2,5286
CANDIDATE,0.57303573,,,3.35,,0.43,,,18.78,,174.1207146,-3.4828286,K2,3570
CONFIRMED,28.1656,,,1.87,,0.863,,,16.014,,179.7058532,-3.3894613,K2,5286
CONFIRMED,28.1696,,,2.2,,0.374,,,16.014,,179.7058532,-3.3894613,K2,5286
CANDIDATE,7.90417,,,2.06,,0.374,,,16.014,,179.7058532,-3.3894613,K2,5286
CANDIDATE,7.9069606,,,3.02,,0.52,,,16.014,,179.7058532,-3.3894613,K2,3772
CANDIDATE,1.0829614,,,1.56,,0.56,,,15.657,,173.2627978,-3.3887192,K2,3875
CANDIDATE,0.905655,,,1.57,,0.576,,,15.731,,173.0528796,-3.370321,K2,5286
CANDIDATE,0.90552205,,,1.52,,0.5,,,15.731,,173.0528796,-3.370321,K2,3710
CANDIDATE,2.7541129,,,4.87,,0.55,,,17.3749,,177.9464521,-3.2460183,K2,3834
CANDIDATE,2.75421,,,8.4,,0.89,,,17.3749,,177.9464521,-3.2460183,K2,5286
CANDIDATE,2.75391,,,3.78,,0.436,,,17.3749,,177.9464521,-3.2460183,K2,3918
FALSE POSITIVE,50.285869,,,3.47,,0.74,,,11.668,,178.1611264,-3.0949095,K2,4859
FALSE POSITIVE,50.27762,,,209.52,,10.96,,,11.668,,178.1611264,-3.0949095,K2,5141
CANDIDATE,10.50439,,,1.75,,0.878,,,9.996,,178.6905819,-3.0828192,K2,5286
CANDIDATE,1.684208,,,5.51,,0.431,,,16.809,,170.382257,-3.0610326,K2,5286
CANDIDATE,0.2122013,,,0.519,,0.188,,,14.898,,169.5971097,-2.9913978,K2,5286
CANDIDATE,0.21219899,,,1.05,,0.37,,,14.898,,169.5971097,-2.9913978,K2,3468
CANDIDATE,0.212194,,,0.77,,0.26,,,14.898,,169.5971097,-2.9913978,K2,3299
CANDIDATE,1.5778643,,,7.55,,0.73,,,12.605,,170.1325248,-2.9026339,K2,4811
CANDIDATE,1.57771549,,,2.6,,1.15585,,,12.605,,170.1325248,-2.9026339,K2,5163
CANDIDATE,1.57771549,,,2.6,,2.56752,,,9.12,,170.133417,-2.8982132,K2,7333
CANDIDATE,13.0113,,,2.43,,0.880221,,,14.003,,183.3092954,-2.844186,K2,5347
CANDIDATE,40.70206194,,,2.6,,0.572892,,,14.418,,178.420349,-2.5717754,K2,3759
CANDIDATE,21.204739,,,9.11013939,,1.761722,,,11.965,,182.2046312,-2.4646145,K2,5154
FALSE POSITIVE,2.519334,,,3.91,,1.45,,,12.293,,171.2359519,-2.0851597,K2,6283
FALSE POSITIVE,2.5194039,,,7.65729,,1.76,,,12.293,,171.2359519,-2.0851597,K2,6380
FALSE POSITIVE,2.519386,,,19.6,,2.03,,,12.293,,171.2359519,-2.0851597,K2,5286
FALSE POSITIVE,2.51881781,,,2.6,,1.76277,,,12.293,,171.2359519,-2.0851597,K2,6380
FALSE POSITIVE,2.5194078,,,7.99,,1.72,,,12.293,,171.2359519,-2.0851597,K2,7119
CANDIDATE,13.383629,,,2.87289326,,0.815235,,,13.002,,184.0351247,-1.6737612,K2,5216
CANDIDATE,13.38382,,,2.7,,0.65973,,,13.002,,184.0351247,-1.6737612,K2,5113.71
CANDIDATE,11.8951,,,2.6,,0.68,,,12.788,,185.1812113,-1.5883337,K2,5040
CANDIDATE,40.1401,,,20.8,,0.716,,,16.153,,173.1750869,-1.5587834,K2,5286
CANDIDATE,7.4433,,,2.73,,0.724,,,15.374,,168.7367646,-1.4622181,K2,5286
CANDIDATE,2.638,,,2.91,,0.863,,,14.872,,184.5853275,-1.0989451,K2,4264.47
CANDIDATE,27.47083,,,3.36,,0.749863,,,13.687,,183.188479,-1.0748315,K2,4947.03
CANDIDATE,2.8268121,,,40.1,,0.98,,,12.137,,174.0440867,-0.8407078,K2,5736
CONFIRMED,0.72091,,,1.5,,0.94,,,14.321,,184.6021322,-0.5512886,K2,5633
CANDIDATE,4.44044,,,1.32,,1.053,,,11.838,,173.6002346,-0.3345702,K2,5286
CANDIDATE,4.4416421,,,1.17,,0.9,,,11.838,,173.6002346,-0.3345702,K2,5547
CANDIDATE,4.441258,,,1.12422498,,0.833852,,,11.838,,173.6002346,-0.3345702,K2,5450
CANDIDATE,11.20381,,,2.18,,1.1,,,12.238,,170.6512345,-0.2798534,K2,5286
CANDIDATE,8.006875,,,2.384,,0.846,,,14.285,,185.6973984,-0.1218824,K2,5403
CANDIDATE,3.3643115,,,85.6,,1.32,,,8.45,,168.187478,0.3478732,K2,6240
CONFIRMED,2.13174,,,0.692,,0.863,,,13.948,,168.9366786,0.4880606,K2,5286
CANDIDATE,13.837814,,,1.96,,0.7,,,13.948,,168.9366786,0.4880606,K2,4535
CANDIDATE,13.8394,,,1.29,,0.554,,,13.948,,168.9366786,0.4880606,K2,5286
CANDIDATE,7.79983,,,1.37,,0.554,,,13.948,,168.9366786,0.4880606,K2,5286
CANDIDATE,7.7991586,,,1.57,,0.7,,,13.948,,168.9366786,0.4880606,K2,4535
CANDIDATE,3.883,,,1.06,,0.554,,,13.948,,168.9366786,0.4880606,K2,5286
CANDIDATE,2.3330982,,,5.48,,0.5,,,18.96,,173.5625041,0.7138555,K2,3726
CANDIDATE,2.33293,,,3.2,,0.224,,,18.96,,173.5625041,0.7138555,K2,3508
CANDIDATE,2.333123,,,2.95,,0.224,,,18.96,,173.5625041,0.7138555,K2,5286
CANDIDATE,20.2073,,,2.12,,0.7624,,,14.148,,171.2596557,0.7613692,K2,5286
CANDIDATE,36.7099,,,2.6,,5.33871,,,11.496,,174.3144865,0.782986,K2,5069.12
CANDIDATE,36.762337,,,3.44,,0.75,,,11.496,,174.3144865,0.782986,K2,4932
CANDIDATE,19.565799,,,6.412,,0.854,,,12.978,,163.715838,0.848677,K2,4486
CANDIDATE,6.39916,,,1.48,,0.7006,,,13.978,,172.804304,0.9586366,K2,5286
CANDIDATE,6.3991398,,,1.85,,0.8,,,13.978,,172.804304,0.9586366,K2,5210
CANDIDATE,2.72273204,,,2.6,,2.85976,,,8.162,,171.6509741,1.055162,K2,8002
CANDIDATE,15.695142,,,2.028,,0.625,,,14.263,,163.0590829,1.1547858,K2,4270
CANDIDATE,2.48038,,,1.44,,1.27,,,12.158,,172.8169888,1.1908377,K2,5286
CANDIDATE,1.9668579,,,1.51,,0.77,,,14.384,,169.1468835,1.2284084,K2,5063
CANDIDATE,1.96712,,,1.73,,0.826,,,14.384,,169.1468835,1.2284084,K2,5286
FALSE POSITIVE,6.77145,,,2.6,,0.52,,,15.484,,176.0758509,1.3759629,K2,4419
CANDIDATE,12.726743,,,1.91,,0.73,,,14.882,,177.9249905,1.3796544,K2,4767
CANDIDATE,13.2359,,,2.09,,0.924,,,14.377,,177.2334424,1.4654037,K2,5286
CANDIDATE,0.18746328,,,217,,17.27,,,17.1899,,177.1399358,1.483155,K2,46696
CANDIDATE,8.6382631,,,8.53,,0.5,,,17.4584,,176.9920988,1.5102769,K2,3720
CANDIDATE,8.63829,,,6.81,,0.438,,,17.4584,,176.9920988,1.5102769,K2,3960
CANDIDATE,8.6381,,,15.99,,0.5,,,17.4584,,176.9920988,1.5102769,K2,3987
CANDIDATE,8.63795,,,15.1,,0.438,,,17.4584,,176.9920988,1.5102769,K2,5286
FALSE POSITIVE,5.7968861,,,24.2,,0.72,,,12.329,,167.1711994,1.5774487,K2,4721
FALSE POSITIVE,5.79687,,,27.81,,0.79,,,12.329,,167.1711994,1.5774487,K2,5192
CANDIDATE,0.4775252,,,20.1,,0.522,,,15.528,,174.6740618,1.690222,K2,5286
CANDIDATE,22.197992,,,5.34,,0.4,,,18.1,,177.7087476,1.6919004,K2,3508
CANDIDATE,44.394,,,4.07,,0.318,,,18.1,,177.7087476,1.6919004,K2,5286
CANDIDATE,3.29163,,,1.17,,0.567,,,13.733,,170.9344032,1.8638671,K2,5286
CANDIDATE,3.2908998,,,1.57,,0.72,,,13.733,,170.9344032,1.8638671,K2,4671
CONFIRMED,0.877214,,,1.3,,0.93,,,11.746,,183.7203635,1.9681688,K2,5820
CONFIRMED,0.87724,,,1.565,,0.98,,,11.746,,183.7203635,1.9681688,K2,5679
CONFIRMED,0.87703,,,1.2,,0.990833,,,11.746,,183.7203635,1.9681688,K2,5711.17
CONFIRMED,0.877183,,,1.40575209,,0.932487,,,11.746,,183.7203635,1.9681688,K2,5705
CANDIDATE,2.8964139,,,2.45,,0.42,,,15.346,,170.6789065,1.993208,K2,3547
CANDIDATE,2.89607106,,,2.6,,0.524138,,,15.346,,170.6789065,1.993208,K2,3565
CANDIDATE,2.896528,,,1.45,,0.242,,,15.346,,170.6789065,1.993208,K2,5286
CANDIDATE,0.44433632,,,1.01,,0.8,,,12.183,,170.3118083,2.1443791,K2,5208
CANDIDATE,0.444372,,,1.22,,0.82,,,12.183,,170.3118083,2.1443791,K2,5540
CONFIRMED,3.80464,,,1.22,,0.863,,,12.081,,185.1880932,2.2823788,K2,5286
CANDIDATE,7.28161,,,1.78,,0.49,,,14.796,,179.4915118,2.321497,K2,3742
CANDIDATE,7.28116,,,1.79,,0.541438,,,14.796,,179.4915118,2.321497,K2,3726
CANDIDATE,7.28076,,,2.6,,0.399,,,14.796,,179.4915118,2.321497,K2,5286
CANDIDATE,7.28138,,,17,,0.399,,,14.796,,179.4915118,2.321497,K2,3784
CANDIDATE,7.28131,,,1.9,,0.51,,,14.796,,179.4915118,2.321497,K2,3748
CANDIDATE,4.58328,,,2.21,,0.545,,,15.375,,167.4476762,2.3473081,K2,5286
CANDIDATE,1.65336,,,1.51,,0.545,,,15.375,,167.4476762,2.3473081,K2,5286
CANDIDATE,5.28081,,,10.9,,3.01,,,11.083,,169.4469645,2.4560803,K2,6227
CANDIDATE,5.28130579,,,2.6,,2.66957,,,11.083,,169.4469645,2.4560803,K2,6161.41
CANDIDATE,440,,,16.3,,0.85,,,12.986,,173.6964045,2.5270664,K2,4600
CANDIDATE,30,,,22.8,,0.89,,,15.84,,170.1327528,2.58692,K2,3400
CANDIDATE,6.77145,,,24.9,,0.6009,,,15.84,,170.1327528,2.58692,K2,5286
CANDIDATE,7.655533,,,2.328,,0.751,,,14.699,,166.0603718,2.6557881,K2,5114
FALSE POSITIVE,27.770388,,,25.1,,0.71,,,13.595,,177.2343917,2.8075643,K2,4598
FALSE POSITIVE,27.77045,,,32.79,,8.15,,,13.595,,177.2343917,2.8075643,K2,5086
CANDIDATE,0.259669,,,0.77,,0.69,,,12.92,,172.0443891,2.8267296,K2,4340
CANDIDATE,0.25967056,,,0.742,,0.59,,,12.92,,172.0443891,2.8267296,K2,3982
CANDIDATE,5.54583,,,0.441,,0.34,,,12.92,,172.0443891,2.8267296,K2,5286
CANDIDATE,18.4502,,,2.52,,0.717,,,15.23,,171.517647,2.8867875,K2,5286
CANDIDATE,35.621,,,1.89,,0.898,,,12.213,,166.8010058,3.0399357,K2,5440
CANDIDATE,4.1333,,,1.2,,0.312,,,16.248,,177.1019945,3.0853526,K2,5286
CANDIDATE,1.9611469,,,5.93,,0.64,,,15.355,,169.21486,3.3638919,K2,4166
CANDIDATE,1.961336911,,,15.86577929,,1.06738,,,15.355,,169.21486,3.3638919,K2,4427
CANDIDATE,40.7302,,,7.8,,0.98,,,14.647,,175.2407614,3.6815406,K2,5840
CANDIDATE,40.7362,,,7.28,,0.85,,,14.647,,175.2407614,3.6815406,K2,5618
CANDIDATE,18.10220826,,,2.6,,2.04778,,,9.9,,172.3857482,3.7319788,K2,6141.1
CANDIDATE,0.60408352,,,2.26,,0.67,,,16.736,,178.4363057,3.9322038,K2,4331
CANDIDATE,3.52743,,,1.11,,0.257,,,16.63,,173.8276491,3.9340165,K2,3624
CANDIDATE,3.52725,,,1.21,,0.257,,,16.63,,173.8276491,3.9340165,K2,5286
CANDIDATE,3.52674,,,1.32,,0.350987,,,16.63,,173.8276491,3.9340165,K2,3413
CANDIDATE,3.5269024,,,2.98,,0.67,,,16.63,,173.8276491,3.9340165,K2,4332
CANDIDATE,6340,,,12.8,,0.88,,,14.864,,179.1664861,3.9864368,K2,4800
CANDIDATE,9.321691,,,17.325,,0.678,,,20.5561,,166.2565337,4.1450789,K2,5089
CANDIDATE,6.662,,,1.59,,0.483,,,16.153,,168.9116543,4.1931655,K2,5286
CONFIRMED,2.71578,,,1.03,,0.863,,,14.668,,175.0972238,4.5574311,K2,5286
CONFIRMED,2.0478,,,0.90819,,0.655,,,14.974,,173.9385102,4.6164303,K2,4520
CANDIDATE,6.77145,,,35,,1.266,,,11.85,,168.0081427,4.9320303,K2,5286
FALSE POSITIVE,27.27048734,,,2.6,,2.564,,,11.505,,168.5427766,4.9881156,K2,5990.87
FALSE POSITIVE,27.242808,,,93,,2.54,,,11.505,,168.5427766,4.9881156,K2,5286
FALSE POSITIVE,27.24273,,,31.73,,0.92,,,11.505,,168.5427766,4.9881156,K2,6166
FALSE POSITIVE,27.242912,,,18.8,,0.9,,,11.505,,168.5427766,4.9881156,K2,5547
CANDIDATE,1.395336,,,0.76,,0.28,,,15.55,,170.6976906,5.0951726,K2,5286
CANDIDATE,1.39533316,,,2.6,,0.424658,,,15.55,,170.6976906,5.0951726,K2,3433
CANDIDATE,1.3951513,,,0.879,,0.32,,,15.55,,170.6976906,5.0951726,K2,3390
CANDIDATE,15.3791,,,1.89,,0.336,,,16.68,,174.031648,5.2521219,K2,5286
CANDIDATE,33.5107,,,2.14,,0.896,,,11.68,,175.6541539,5.8942286,K2,5683
CANDIDATE,33.51569,,,3.83,,0.71,,,11.68,,175.6541539,5.8942286,K2,5552
CANDIDATE,33.5116,,,2.89,,0.875,,,11.68,,175.6541539,5.8942286,K2,5286
CANDIDATE,33.513607,,,2.47313225,,0.857642,,,11.68,,175.6541539,5.8942286,K2,5628
CANDIDATE,33.515399,,,2.03,,0.65,,,11.68,,175.6541539,5.8942286,K2,4222
CONFIRMED,3.96151,,,1,,0.863,,,14.705,,169.483654,5.988289,K2,5286
CONFIRMED,3.96165,,,1.48,,0.634,,,14.705,,169.483654,5.988289,K2,5286
CANDIDATE,6.97251,,,2.01,,0.6252,,,14.331,,168.5709572,6.0608498,K2,5286
CONFIRMED,4.1698,,,1.04,,0.628461,,,14.983,,175.206752,6.1348146,K2,5053
CONFIRMED,4.16959,,,1.1,,0.863,,,14.983,,175.206752,6.1348146,K2,5286
CONFIRMED,4.16888,,,1.41,,0.628,,,14.983,,175.206752,6.1348146,K2,5286
CANDIDATE,12.3389,,,2.11,,0.628,,,14.983,,175.206752,6.1348146,K2,5286
CANDIDATE,12.339133,,,2.59,,0.73,,,14.983,,175.206752,6.1348146,K2,4751
CANDIDATE,2.89465,,,1.75,,0.702,,,15.24,,176.8902497,6.2407166,K2,5286
CANDIDATE,3.83794,,,1.51,,0.809,,,14.18,,177.987935,6.4404496,K2,5286
CANDIDATE,5.24086,,,1.46,,0.809,,,14.18,,177.987935,6.4404496,K2,5286
CANDIDATE,2790,,,12.2,,0.93,,,11.568,,170.9969231,7.1649482,K2,5100
CANDIDATE,8.91058,,,2.8,,1.028,,,13.425,,176.6671476,7.2433545,K2,5286
CANDIDATE,28.2692,,,3.35,,1.29,,,13.171,,174.1067018,7.7529977,K2,5631
CANDIDATE,28.270642,,,2.79,,0.9,,,13.171,,174.1067018,7.7529977,K2,5545
CANDIDATE,28.2671,,,2.94,,1.028,,,13.171,,174.1067018,7.7529977,K2,5286
CANDIDATE,28.271761,,,2.7100633,,0.933556,,,13.171,,174.1067018,7.7529977,K2,5548
CANDIDATE,28.2717,,,2.6,,1.02594,,,13.171,,174.1067018,7.7529977,K2,5564
CANDIDATE,4.73172,,,1.7,,1.028,,,13.171,,174.1067018,7.7529977,K2,5286
CANDIDATE,0.782022,,,1.58,,0.94,,,13.809,,174.9206066,7.8258194,K2,5286
CANDIDATE,0.78214992,,,1.29,,0.79,,,13.809,,174.9206066,7.8258194,K2,5144
CANDIDATE,15.4769,,,2.89,,0.66,,,15.217,,171.3995685,7.8719192,K2,5286
CANDIDATE,6.4498648,,,2.63,,0.85,,,13.302,,170.9338271,7.9170687,K2,5395
CANDIDATE,6.45027,,,2.29,,0.894,,,13.302,,170.9338271,7.9170687,K2,5286
FALSE POSITIVE,1.19478,,,1.65,,0.235,,,18.19,,170.8931433,7.9346019,K2,3671
FALSE POSITIVE,6.77145,,,2.6,,0.7,,,13.36,,174.6569397,7.9595633,K2,4786
FALSE POSITIVE,1.5771832,,,33.4,,1.94,,,8.718,,99.184275,21.651567,K2,8210
FALSE POSITIVE,1.57753,,,26,,1.93,,,8.718,,99.184275,21.651567,K2,7747
CANDIDATE,3.262038,,,2.6,,5.27397,,,11.528,,92.5910909,23.7941563,K2,10318
CANDIDATE,4.4654,,,45,,2.3,,,11.4765,,95.8635012,14.5471107,K2,5286
CANDIDATE,21.140574,,,31.5,,1.29,,,12.325,,91.5042033,22.891765,K2,6205
CANDIDATE,5.74372,,,2.6,,0.863,,,12.428,,94.535356,24.8339752,K2,5286
CANDIDATE,3.2923818,,,19.6,,1.87,,,14.856,,95.2474442,26.1253891,K2,7824
CANDIDATE,6.90487,,,53,,1.45,,,14.573,,104.266253,18.62682,K2,6599
CANDIDATE,6.905053,,,2.6,,0.863,,,14.573,,104.266253,18.62682,K2,5286
CANDIDATE,6.9055211,,,33.6,,1.89,,,14.573,,104.266253,18.62682,K2,6722
CANDIDATE,1.696374,,,35.3,,1.793,,,14.449,,103.3613273,16.8331077,K2,5286
CANDIDATE,3.046136,,,76,,1.698,,,11.548,,95.1830838,24.9042603,K2,5286
CANDIDATE,3.0459383,,,19,,0.89,,,11.548,,95.1830838,24.9042603,K2,5529
CANDIDATE,3.04622,,,29,,0.89,,,11.548,,95.1830838,24.9042603,K2,5529
CANDIDATE,3.23792,,,2.6,,0.639668,,,12.719,,100.3787709,20.9218836,K2,4500
CANDIDATE,3.238542,,,1.67,,0.69,,,12.719,,100.3787709,20.9218836,K2,4446
CANDIDATE,3.2367,,,1.58,,0.74,,,12.719,,100.3787709,20.9218836,K2,4863
CANDIDATE,6.2719092,,,60,,1.81,,,10.347,,93.5717918,18.6270161,K2,7254
FALSE POSITIVE,23.7782,,,98,,2.09,,,10.411,,97.7746683,17.7011893,K2,7498
CANDIDATE,1.42636,,,6.66,,4.28,,,10.509,,96.352041,24.6658505,K2,5286
CANDIDATE,3.979287,,,37.5,,1.84,,,11.372,,99.5107441,20.9392785,K2,7430
CANDIDATE,2.1417519,,,86.2,,1.59,,,10.311,,96.5994993,27.9455981,K2,6492
CANDIDATE,2.86136,,,2.6,,0.50129,,,15.597,,104.3493021,19.5069285,K2,3697
CANDIDATE,3.10622,,,2.6,,0.501135,,,16.07,,100.404621,24.20664,K2,3636
CANDIDATE,1.814553,,,2.6,,10.0566,,,15.697,,99.5551497,18.2284424,K2,4618
CANDIDATE,17.1541,,,2.6,,16.1325,,,15.619,,93.8869534,27.4102179,K2,4930
CANDIDATE,12.1507,,,1.48,,0.83,,,11.28,,104.3167135,20.1241138,K2,5286
CANDIDATE,2.4343734,,,61.4,,0.9,,,12.248,,94.4496805,25.6025195,K2,5568
CANDIDATE,1.8490876,,,17.3,,0.96,,,12.376,,97.0056091,16.3888806,K2,5693
CANDIDATE,2.620724,,,11.7,,1.14,,,11.512,,95.6412795,14.7417216,K2,6013
CANDIDATE,2.620799,,,37,,1.725,,,11.512,,95.6412795,14.7417216,K2,5286
CANDIDATE,2.62077,,,58,,1.4,,,11.512,,95.6412795,14.7417216,K2,6302
CANDIDATE,1.314437,,,3.09990986,,1.472064,,,11.706,,91.4535759,23.4845208,K2,6009
CANDIDATE,1.3144014,,,2.78,,1.23,,,11.706,,91.4535759,23.4845208,K2,6137
CANDIDATE,4.8045244,,,3.62,,1.28,,,11.782,,101.0791483,28.1135803,K2,6187
CANDIDATE,6.14818,,,2.6,,2.29043,,,11.554,,90.2285333,23.9387495,K2,6591.31
CANDIDATE,1.49761,,,2.6,,0.863,,,11.857,,99.9899769,17.1809487,K2,5286
CANDIDATE,6.479656,,,3.33165021,,0.921539,,,13.492,,91.3638053,21.2560107,K2,5586
CANDIDATE,6.48167,,,3.46,,0.922,,,13.492,,91.3638053,21.2560107,K2,5286
CANDIDATE,6.4804111,,,3.39,,0.89,,,13.492,,91.3638053,21.2560107,K2,5537
CANDIDATE,2.8445331,,,65.3,,1.16,,,10.605,,103.0523211,25.3390548,K2,6045
CANDIDATE,0.6687,,,2.22,,1.942,,,9.99,,104.4368858,24.2657613,K2,5286
CANDIDATE,13.3461,,,42,,2.575,,,11.361,,92.6124668,16.865197,K2,5286
CANDIDATE,4.13737,,,24.5,,1.03,,,14.751,,98.2743565,16.8702315,K2,5286
CANDIDATE,4.1376047,,,7.33,,0.7,,,14.751,,98.2743565,16.8702315,K2,4581
CANDIDATE,2.469851,,,6.6,,1.479,,,10.158,,96.1610663,21.1257415,K2,5286
CANDIDATE,0.690458,,,2.6,,1.50882,,,11.534,,100.4631493,27.0971763,K2,6912.12
CANDIDATE,0.689647,,,6.58,,1.08,,,11.534,,100.4631493,27.0971763,K2,6481
CANDIDATE,4.1687922,,,16.1,,1.14,,,12.369,,102.2013162,17.1618942,K2,6005
CANDIDATE,21.17051,,,81,,2.536,,,11.952,,104.7032827,19.1929542,K2,5286
CANDIDATE,5.319375537,,,19.66846395,,2.36934,,,12.334,,96.679195,25.2050015,K2,6350
CANDIDATE,5.319075,,,20,,2.28,,,12.334,,96.679195,25.2050015,K2,5286
FALSE POSITIVE,12.86772,,,71,,1.79,,,13.12,,99.3805518,26.7864507,K2,6861
FALSE POSITIVE,12.866412,,,61,,1.642,,,13.12,,99.3805518,26.7864507,K2,5286
FALSE POSITIVE,12.866539,,,22.3,,1.18,,,13.12,,99.3805518,26.7864507,K2,6066
FALSE POSITIVE,1.8461222,,,19.5,,1.82,,,13.601,,98.047519,27.2197459,K2,7536
FALSE POSITIVE,1.84617,,,2.14,,0.21,,,13.601,,98.047519,27.2197459,K2,3252
CANDIDATE,6.6223,,,2.6,,5.54598,,,15.724,,92.1512224,23.7924451,K2,5000
CANDIDATE,0.5217136,,,452,,11.27,,,11.76,,92.5914383,27.4454618,K2,5286
CANDIDATE,11.975818,,,8.43,,0.28,,,16.398,,247.4260725,-29.2017505,K2,3320
CANDIDATE,11.97495,,,256,,3.4,,,16.398,,247.4260725,-29.2017505,K2,5200
CANDIDATE,5.9895,,,2.04,,1.03,,,10.435,,247.9793338,-29.0642073,K2,5286
CANDIDATE,28.707623,,,21.2,,1.03,,,12.362,,242.8978737,-28.9346559,K2,5838
CANDIDATE,15.4715,,,9.2,,1.89,,,12.663,,243.8422245,-28.7802178,K2,5791
CANDIDATE,15.465691,,,4.13,,0.76,,,12.663,,243.8422245,-28.7802178,K2,4989
CANDIDATE,15.466674,,,16.12109089,,1.231429,,,12.663,,243.8422245,-28.7802178,K2,5807
CANDIDATE,1.4556637,,,2.6,,1.84406,,,12.074,,244.2208049,-28.7303903,K2,6520
CANDIDATE,1.45556515,,,71,,2.043,,,12.074,,244.2208049,-28.7303903,K2,5286
CANDIDATE,3.3262396,,,1.16,,0.33,,,13.093,,244.0668921,-28.6491427,K2,3404
CANDIDATE,3.32592848,,,2.6,,60.6949,,,13.093,,244.0668921,-28.6491427,K2,4017
CANDIDATE,3.3255,,,1080,,85,,,13.093,,244.0668921,-28.6491427,K2,5286
CANDIDATE,13.1426,,,200,,13.9,,,16.545,,249.1644576,-28.4111595,K2,5286
CANDIDATE,4.474513,,,8.16881084,,2.221057,,,13.18,,249.1600007,-28.2390752,K2,6081
CANDIDATE,4.4743465,,,3.06,,0.81,,,13.18,,249.1600007,-28.2390752,K2,5248
CANDIDATE,4.47471,,,22,,2.486,,,13.18,,249.1600007,-28.2390752,K2,5286
CANDIDATE,2.1989041,,,46.6,,0.75,,,12.386,,245.5479136,-28.1619428,K2,4938
CANDIDATE,4.1657292,,,1.86,,0.36,,,15.401,,246.5591625,-27.9830801,K2,3442
FALSE POSITIVE,0.6308,,,2.6,,0.863,,,15.469,,243.3287332,-27.734057,K2,5286
CANDIDATE,0.2358684,,,6.1,,1.792,,,13.334,,245.3768295,-27.7061138,K2,5286
CANDIDATE,12.99109,,,43,,4.5,,,16.257,,244.6100128,-27.4570498,K2,5286
CANDIDATE,1.7359447,,,1.89,,0.84,,,12.779,,250.4531166,-27.3610213,K2,5354
CANDIDATE,1.8389349,,,0.837,,0.58,,,11.189,,243.8127455,-27.2622661,K2,3930
CANDIDATE,1.83916,,,0.62,,0.48,,,11.189,,243.8127455,-27.2622661,K2,5286
CANDIDATE,2.032664,,,1.92,,0.535,,,15.459,,247.1360171,-27.1235298,K2,5286
CANDIDATE,6.11706,,,1.76,,0.535,,,15.459,,247.1360171,-27.1235298,K2,5286
CANDIDATE,1.859017,,,64,,2.03,,,11.828,,239.8792061,-26.604366,K2,6842
CANDIDATE,1.85872487,,,2.6,,2.01889,,,11.828,,239.8792061,-26.604366,K2,6015
CANDIDATE,1.8590179,,,30.5,,1.33,,,11.828,,239.8792061,-26.604366,K2,6244
CANDIDATE,540,,,5.7,,0.94,,,11.877,,240.9764776,-26.5537396,K2,5200
CANDIDATE,6.77145,,,12.81,,1.947,,,11.877,,240.9764776,-26.5537396,K2,5286
FALSE POSITIVE,1.4408,,,2.6,,1.58859,,,12.892,,246.4912542,-26.0104676,K2,4154
FALSE POSITIVE,0.841202,,,82,,2.31,,,12.949,,244.1720262,-25.9805673,K2,6237
CANDIDATE,0.8411257,,,0.884,,0.66,,,13.855,,244.1629354,-25.8700704,K2,4289
CANDIDATE,0.17566,,,3.11,,1.15,,,12.711,,243.9553734,-25.8184824,K2,6620
