toi,tid,ra,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad,koi_disposition
4397.01,107728509,265.109377,-32.124087,-0.846,-5.041,2459385.729,2.6646183,4.135,840,4.25649,32848.2,3750,10.4304,458.16,11526,4.56,1.52,FALSE POSITIVE
4399.01,464646604,287.741144,-60.272636,11.569,-100.748,2459037.871,7.7121208,2.4343481,728.4849109,3.004038,219.2841258,981.4576128,7.7582,58.5146,5985.4,4.4,1.08958,CONFIRMED
440.01,143350972,82.245986,-17.429564,-84.343,-75.221,2458439.135,1.0817,1.588,341.533,2.07554,2462.700975,1796.688012,7.6818,49.3375,5759.2,4.45,1.02,FALSE POSITIVE
4400.01,231630147,317.159425,-55.56516,3.471,-21.988,2459038.95,7.0642486,3.6816469,11469.75644,19.7963184,474.1821245,1190.161902,11.943,534.436,5478.8,4.4,1.63563,CANDIDATE
4401.01,178170828,43.136576,-30.206588,-9.595,-88.167,2459116.21,0.450264,1.1871566,331.3974583,1.7032799,4762.264913,2118.717907,11.0876,180.524,5366,4.49884,0.898718,CANDIDATE
4402.01,197807778,53.504784,-54.36679,22.201,-43.72,2458355.491,3.6989939,3.1680872,198.9402668,1.6399568,600.2525597,1262.418222,9.8429,151.543,5811,4.33357,1.15018,CANDIDATE
4403.01,350931281,90.71014,-55.532931,-3.205,41.745,2459036.763,4.4620528,4.3381703,289.9548667,3.0395927,1062.111837,1456.003141,10.7888,339.264,5515.2,3.91,1.72395,CANDIDATE
4404.01,342314656,123.724987,-57.433076,26.113,-46.355,2459248.474,39.6251926,2.0275642,4527.828406,17.70843,48.5311797,673.1703229,10.7108,286.115,5869,4.07271,1.56795,CANDIDATE
4405.01,177254988,101.595337,-75.444127,41.801,44.798,2459039.642,5.9214231,2.2680522,1221.943037,2.8781652,48.1558813,671.8651016,12.3813,155.501,4361,4.59663,0.687025,CANDIDATE
4405.02,177254988,101.595337,-75.444127,41.801,44.798,2459036.824,1.0929203,1.5258481,377.4316425,1.3599954,458.2468016,1180.034243,12.3813,155.501,4361,4.59663,0.687025,CANDIDATE
4406.01,206541859,18.048516,-56.925387,34.476,19.112,2459064.119,30.083503,3.9858103,5439.210828,12.1275255,58.0053608,703.8608065,10.5663,261.834,5906.5,4.16721,1.41293,CONFIRMED
4407.01,207238953,50.21978,-56.071719,45.882,11.012,2459089.902,7.1366507,2.1906434,768.4493836,3.3078706,170.5007507,921.6187961,10.9015,199.286,5559,4.41401,1.01775,CANDIDATE
4408.01,260189643,93.180626,-57.314409,-16.392,56.681,2459036.342,2.054238,1.2287948,1994.059354,3.5135858,182.7664593,937.7646859,13.2896,234.682,4389,4.64365,0.655595,CANDIDATE
4409.01,382200986,81.818658,-54.946098,-6.307,17.58,2459076.348,92.4918048,6.8943594,11487.57528,7.7703331,2.0465559,305.0532485,11.8911,179.419,4930.5,4.33418,0.732008,CANDIDATE
441.01,316916655,74.472782,-13.703709,-10.626,-2.252,2458440.194,2.87436,1.901,2490.41,7.91346,2011.82,1865,9.19901,183.952,6805,4.26,1.44,FALSE POSITIVE
4410.01,280803800,44.396282,-66.512498,-52.17,-71.911,2458335.665,26.0179101,4.5258048,766.5356589,2.5512622,26.2295252,577.1880843,10.5978,162.42,5489,4.44576,0.913252,CANDIDATE
4411.01,366484980,126.896827,11.667413,-24.887,-14.026,2460236.628,13.7748361,4.454,309,2.67656,114.929,912,9.15722,160.125,6266.98,4.19069,1.47,CONFIRMED
4412.01,35315453,249.808328,-52.099838,9.666,5.64,2460119.031,2.0340967,3.397,1283,6.38274,4644.28,2299,10.2956,389.597,6849,3.99,2.05,FALSE POSITIVE
4413.01,142019343,97.227889,-73.326667,-4.277,88.346,2460118.517,4.4719937,2.619,170,1.08366,214.229,1065,9.6256,92.9715,5364,4.5,0.89,CANDIDATE
4414.01,1405997635,267.475228,-37.531317,-1.585,-3.482,2459385.395,1.8697825,2.721,2940,10.50417995,355.909,1175.803988,10.3147,370.553,5788.7,4.33418,1.23,FALSE POSITIVE
4416.01,79605791,251.780014,-39.947307,-13.477,-41.327,2459378.526,9.3305377,5.232,5610,15.2895,299.515,1158,9.5378,236.604,6238,3.94,1.96,CANDIDATE
4417.01,208297760,244.467204,-54.166478,-107.969,-48.958,2459382.714,5.2574854,2.05,1250,2.88855,69.4717,804,9.3456,56.8503,4846,4.57,0.76,CANDIDATE
4418.01,295593712,273.846341,-68.595252,42.936,3.603,2460120.337,7.6247217,1.972,813,2.26441,42.4746,711,10.0819,101.606,5343,4.58,0.82,CANDIDATE
4418.02,295593712,273.846341,-68.595252,42.936,3.603,2460108.647,25.7086236,3.831,1430,2.81726,13.2098,531,10.0819,101.606,5343,4.58,0.82,CANDIDATE
4419.01,352229268,288.488957,-76.089319,19.248,-56.693,2459365.247,16.155134,3.528,590,2.42196,39.0235,696,10.3468,163.32,5785,4.45,1.01,CANDIDATE
442.01,70899085,64.190221,-12.084864,49.766,-197.253,2459196.115,4.0520368,1.5605128,5512.403319,4.9523134,38.5441194,635.4908204,10.7329,52.616,3779,4.64,0.607751,CONFIRMED
4420.01,362709886,246.799613,-69.344037,4.587,13.679,2459363.151,4.7259317,2.7740362,6309.661533,16.7543131,1342.273093,1543.760664,9.550201,230.661,6203,3.98,1.85891,CANDIDATE
4421.01,141412823,84.237192,-75.611421,-8.2,14.166,2460151.667,21.7004042,9.415,406,3.16777,224.371,1078,10.4078,300.427,5788.7,4.22,1.78,FALSE POSITIVE
4422.01,263748033,270.051173,-31.608593,-2.563,-9.978,2460119.52,4.90826,4.324,8881,15.7889,4791.11,2317,9.944,359.619,7995,4.2,1.83,CANDIDATE
4423.01,344600402,252.03108,-56.686774,-7.245,-15.389,2460123.888,1.3875331,2.679,952,3.16086,13423,2998,10.4425,182.238,5678,4.33,1.14,FALSE POSITIVE
4424.01,326386495,268.24441,-48.563082,-56.272,-172.215,2459383.797,17.7424733,3.082,880,2.00179,12.8216,527,9.8496,67.266,4926.2,4.67,0.69,CANDIDATE
4425.01,106940971,264.841449,-35.391821,2.115,-19.12,2460100.181,5.412802,4.5898431,5278.195757,11.0171044,776.5799485,1346.375787,9.3777,175.367,6468,4.22,1.47364,CANDIDATE
4426.01,271354351,294.865467,46.285813,-2.343,-1.073,2459422.127,3.905126,2.9136919,23549.92599,14.5499431,300.1569738,1061.590098,14.5787,914.699,5381,4.45342,0.947475,CONFIRMED
4427.01,207339000,135.049261,72.147747,37.526,-19.985,2459940.464,4.6182631,2.7008637,20287.61827,13.3976162,204.8121523,964.8475089,11.3427,198.251,5328,4.50337,0.889218,CANDIDATE
4428.01,271042217,294.513246,45.981645,3.037,2.999,2459770.501,1.8555745,2.3121742,10888.03773,14.8951809,2077.529159,1721.894471,13.9174,1093.08,5651.75,4.13988,1.40959,CONFIRMED
4429.01,233188747,225.589638,70.949594,4.614,-16.482,2459939.614,3.4505658,3.0397698,15044.64532,12.8140087,432.6350726,1163.188716,12.7714,461.898,5402,4.37462,1.04301,CANDIDATE
443.01,117979897,71.824435,-17.115174,7.532,-1.95,2459174.841,3.3106692,3.7033867,9189.734252,13.382013,1061.554243,1455.812008,12.0682,516.543,6030,4.22,1.3514301,CONFIRMED
4430.01,362222177,286.680147,78.579143,6.71,26.91,2459884.031,6.6363577,6.385,7470,12.2701,543.643,1345,12.8668,665.068,5490,4.09312,1.46,CANDIDATE
4431.01,121660904,288.581493,41.089734,-2.956,-20.95,2459422.844,4.8854844,5.2333985,7009.139498,18.1759557,1459.35473,1576.376555,12.4532,922.562,5974,3.84282,2.0812199,CONFIRMED
4432.01,198610218,271.308219,47.911223,8.539,-18.755,2459771.229,3.0413391,1.5149962,27645.48596,25.3471107,201.6318379,961.0799713,12.5386,209.435,4034,4.21431,1.02777,CANDIDATE
4433.01,158551257,287.57055,43.531709,-8.984,-9.457,2459797.232,0.9023951,1.6045865,5385.087109,10.50417995,2991.073365,1886.151251,14.2502,833.364,5780,4.438,1.23,FALSE POSITIVE
4434.01,63452790,292.855719,46.391188,-2.007,3.755,2459392.814,2.6843081,2.7683352,18209.92066,13.9748499,651.2557496,1288.420547,13.814,758.753,5616.02,4.4174,1.01895,CONFIRMED
4435.01,122596693,290.581743,40.577311,1.317,-15.867,2459420.668,3.5256535,2.5111799,23882.70294,12.1210086,189.762184,946.6123519,14.6147,686.284,5003.05,4.56877,0.783768,CONFIRMED
4436.01,420268415,308.426581,87.009328,1.679,6.066,2459767.611,1.7590566,3.5349264,10499.97572,20.9577864,5910.485502,2236.276699,11.8931,621.061,6250,3.91912,1.9992501,CANDIDATE
4437.01,237205154,293.583219,76.661086,-1.687,2.752,2459915.163,5.8929985,3.788,17850,16.0223,342.766,1198,13.0024,686.482,6182,4.3753,1.17,CANDIDATE
4438.01,22233480,270.317239,35.594899,29.109,-571.47,2459396.41,7.4463034,2.0033138,4045.724179,2.4048644,5.6286114,392.8439471,11.2695,30.0346,3353,4.84911,0.375859,CONFIRMED
4439.01,267545252,284.280822,48.537916,-15.115,-31.524,2459420.207,3.3792358,2.8993928,18782.53645,13.059562,395.4518688,1137.347448,13.8686,714.501,5529,4.47066,0.948617,CANDIDATE
444.01,179034327,64.183998,-26.766407,-25.83,-116.428,2458417.605,17.9635083,4.4297958,1266.94519,3.2970197,23.4693523,561.3646044,9.0567,57.3973,5229,4.55429,0.794471,CONFIRMED
4440.01,164786087,284.830443,44.658093,-4.972,-10.392,2459391.084,4.0822894,3.2882557,16484.97629,10.50417995,399.7768506,1140.444513,14.6979,1071.8,5780,4.438,1.23,CONFIRMED
4441.01,23982469,276.123535,32.065393,3.317,5.397,2459391.449,4.3745757,4.8649118,8101.724742,18.8478934,2659.62501,1831.57561,11.0477,627.308,7305,4.05424,1.99827,CANDIDATE
4442.01,446158352,88.754704,82.889011,-1.113,-4.741,2459910.395,4.0434287,3.388,8960,16.7752,827.311,1494,13.4835,1435.21,6557,4.08473,1.75,CANDIDATE
4443.01,158241252,274.268664,21.909546,-50.671,26.134,2459415.152,1.8498567,2.518276,195.4102498,1.7193265,1194.210365,1499.304894,7.9147,56.0739,5834,4.44433,1.0173301,CONFIRMED
4443.02,158241252,274.268664,21.909546,-50.671,26.134,2459393.258,10.3088724,2.2763645,372.3295802,2.2122841,120.8695,845.6661185,7.9147,56.0739,5834,4.44433,1.0173301,CANDIDATE
4444.01,158167408,285.971768,42.545624,-5.832,-18.29,2459423.78,5.2410659,3.0113696,8947.10153,12.4231453,528.7500273,1223.016596,13.5728,989.963,6064,4.27292,1.28562,CANDIDATE
4445.01,158388163,287.130578,42.350153,-4.248,-3.627,2459394.54,4.2253498,2.7695297,7240.815237,8.8893197,342.3014046,1097.038628,13.4584,630.785,5501,4.39363,1.03122,CONFIRMED
4446.01,137899948,292.872929,41.064173,4.635,-21.579,2459420.804,2.4552388,1.7323271,44130.16059,12.9928631,77.5068035,756.7539667,14.9826,381.949,3792,4.63873,0.614823,CONFIRMED
4447.01,153937417,172.872285,71.081486,-57.1,-26.226,2459392.184,4.1596197,2.4127131,17837.7775,9.3574411,74.5834411,749.515043,13.5868,268.37,4230,4.55383,0.711036,CANDIDATE
4448.01,138359318,293.732783,36.815494,0.142,-0.954,2459769.924,1.0186989,1.4947875,91558.63533,10.50417995,2544.650949,1811.45189,14.956,370.553,5780,4.438,1.23,CONFIRMED
4449.01,322046084,278.326026,25.395158,6.43,-19.931,2460338.434,2.7519172,1.329,9811,13.4019,328.515,1186,10.3446,213.604,5856,4.25,1.28,CANDIDATE
445.01,14091704,77.323576,-36.591034,21.66,-15.71,2459199.549,0.7649571,1.094,1900,12.9538,12939.9,2971,9.1577,176.617,6307.9,3.97,1.65,CANDIDATE
4450.01,373017346,306.137819,87.071156,45.004,78.317,2459759.878,10.6925011,3.491,1200,4.01292,93.3426,865,10.5801,210.858,5844,4.34318,1.15,CANDIDATE
4451.01,23229805,274.760444,34.045704,6.987,140.7,2459778.55,8.8517354,4.3401879,1034.866129,3.6624912,190.2722086,947.2477653,8.5608,87.8966,6138,4.43818,1.07689,CANDIDATE
4452.01,229581160,270.165725,72.939501,0.475,4.02,2459911.846,3.4149091,2.7231879,13219.64752,13.9171881,537.9836369,1228.321394,13.5167,718.574,5480,4.31394,1.13032,CANDIDATE
4453.01,243333538,289.839513,56.93037,2.392,-7.592,2459772.754,2.9985667,3.025166,28040.90686,17.8036847,748.0922226,1333.854734,13.7703,880.941,6126,4.46702,1.04172,FALSE POSITIVE
4454.01,48217457,282.966215,48.345055,1.565,1.242,2459422.768,3.1208396,2.405278,17027.40649,16.2108254,744.4110758,1332.210819,14.3168,1145.28,5983,4.3973,1.09921,CONFIRMED
4455.01,138644215,294.192119,39.618973,-0.485,-2.528,2459420.58,1.5449334,1.1043459,4941.870091,10.7011777,3717.199189,1991.469723,12.8939,822.96,6136.25,4.15767,1.4874001,CONFIRMED
4456.01,27774415,296.200551,49.14003,-2.78,-12.122,2459422.773,4.9427985,3.3153828,11349.48387,15.3204961,469.3399619,1187.11183,13.2394,739.412,5550.93,4.18442,1.32567,CONFIRMED
4457.01,299220166,289.434667,49.473455,0.166,8.565,2459770.385,3.2175184,1.8986264,12691.80369,10.5529773,393.9910424,1136.29563,14.3258,843.695,5549,4.50842,0.912927,CONFIRMED
4458.01,229671380,252.125998,74.76375,-0.535,-13.443,2459392.576,3.939371,5.8132051,4051.508943,13.6344163,1989.841808,1703.430376,11.0672,505.432,5904.4,3.84,2.0955601,CANDIDATE
4459.01,230129753,251.827318,67.298053,-13.67,34.279,2459840.459,5.7475343,1.846,11890,6.43097,12.9407,528,14.3668,254.968,3750,4.67041,0.58,CANDIDATE
4460.01,461635621,19.91003,85.13439,-60.989,-16.771,2460437.031,28.6648749,5.395,1025,3.15161,117.442,917,10.3859,82.2168,4818,4.65,0.69,CANDIDATE
4461.01,149282072,279.146891,16.45244,-42.628,3.593,2459761.943,3.7006742,3.115,840,2.61277,1434.65,1714,10.4787,106.424,5025,4.56,0.79,FALSE POSITIVE
4462.01,76420654,274.669941,36.254856,6.882,-2.91,2459789.419,4.9133022,5.159,2040,9.33912,999.403,1566,10.445,368.922,5918,3.84,2.06,CONFIRMED
4463.01,8599009,279.358129,18.729952,-5.208,50.723,2459766.956,2.88069,1.784,10380,22.4297,678.487,1421,10.4673,173.117,5541,4.36,1.09,CONFIRMED
4464.01,441589581,113.133261,75.789688,14.983,-4.29,2459602.567,8.0379975,3.287,320,7.65886,83.2088,841,9.12551,360.444,5022,4.33418,5.14,CANDIDATE
4465.01,157236902,276.134031,15.841886,-54.422,43.693,2459395.125,4.11641125,12.002,13520,11.62,130.528,941,9.85277,121.139,5557,4.44,0.99,CONFIRMED
4466.01,268604331,299.097517,43.497585,-3.56,-2.141,2459799.901,5.0141991,4.5606871,6026.126007,13.4911728,1233.097989,1511.364256,13.3926,1249.41,6669,4.12805,1.69675,CONFIRMED
4467.01,48506505,285.268528,48.559884,-5.735,-23.482,2459420.812,7.7942155,0.9710311,2950.73571,4.9169842,112.1124314,829.914194,11.8933,268.041,5461.54,4.50982,0.897403,CONFIRMED
4468.01,441763252,260.575023,72.645373,-7.097,-5.068,2459848.554,2.7708596,2.17,22640,12.2577,208.594,1058,13.2847,375.517,4975,4.55845,0.79,CANDIDATE
4468.02,441763252,260.575023,72.645373,-7.097,-5.068,2459424.23,7.014001,2.9681334,1646.673268,3.6528621,75.6935339,752.2846294,13.2847,375.517,4975,4.55845,0.789304,CANDIDATE
4469.01,75262942,299.050641,17.569963,4.131,-1.832,2459421.463,2.6634154,1.8429688,37522.94895,13.6857367,113.6142497,832.6796495,14.1959,305.3,4051,4.54826,0.701369,CONFIRMED
4470.01,256364928,300.182122,22.709776,-3.294,-250.225,2459770.41,2.2185748,1.8233621,25854.21446,13.3010355,348.1506195,1101.695417,6.8481,19.7638,5023,4.58,0.776484,CONFIRMED
4471.01,27318774,294.996342,50.470046,4.282,-1.88,2459422.908,3.2432488,3.0748441,17481.82164,14.5800064,631.4204214,1278.496094,14.4394,1140.95,5778,4.37783,1.09304,CONFIRMED
4472.01,63211674,292.287301,43.197254,2.265,-2.917,2459422.501,8.6004516,8.950521,3575.661423,14.548121,862.8947232,1382.321946,13.1981,1418.77,6011.95,3.75585,2.3108399,CONFIRMED
4473.01,122441491,290.357978,40.567697,-4.449,-9.51,2459420.413,3.7970076,2.5256778,16421.73149,11.7557579,218.0029128,980.0208686,14.148,646.647,5211.36,4.54655,0.832631,CONFIRMED
4474.01,264508014,298.62498,48.57745,6.187,1.159,2459422.51,3.3119026,1.181072,7620.749384,10.9625327,487.2033805,1198.249683,13.692,698.646,5355,4.33005,1.09206,CONFIRMED
4475.01,159098316,289.607943,44.345435,-2.604,-0.413,2459422.608,3.578757,3.1806502,11391.73859,12.1416042,445.8323379,1171.959601,13.4231,639.411,5482.59,4.36922,1.06062,CONFIRMED
4476.01,399794420,285.213819,39.027466,0.104,4.231,2459421.078,1.5947535,1.94145,15065.25655,14.3739674,1761.288542,1652.25615,15.0236,1490.94,5703,4.31786,1.15986,CONFIRMED
4477.01,64531556,309.461444,37.155939,-2.429,-4.534,2459813.94,7.8127906,6.304,8120,22.0599,2051.05,1874,11.7018,782.732,8451,4.00707,2.38,FALSE POSITIVE
4478.01,233823679,303.549181,54.694405,10.307,27.092,2459819.788,2.7586362,2.868,4240,7.78435,787.087,1475,11.4682,296.293,5774,4.32015,1.17,CANDIDATE
4479.01,126606859,316.096939,24.653674,90.926,-121.112,2459797.406,1.1589013,1.1688702,3470.67593,2.6829722,88.1856149,781.5723494,12.9374,80.6532,3449,4.80176,0.427389,CONFIRMED
448.01,1528696,75.795382,-30.399461,-9.339,-21.995,2458438.403,0.8820624,0.5759672,11755.45093,8.3888941,983.4245957,1428.252576,13.1686,308.262,4669,4.52,0.782888,CONFIRMED
4480.01,377873569,294.356556,38.947342,-0.071,-5.376,2459771.442,3.8493846,2.6908269,1372.287668,16.8088001,6689.786393,2306.602786,11.0418,788.238,5843.47,3.27448,3.9119101,CONFIRMED
4481.01,239332587,311.2697,44.500235,434.079,271.143,2460559.016,0.9263237,0.81,952,1.67823,303.547,1162,8.72762,12.0445,3573,4.80376,0.43,CONFIRMED
4482.01,27990610,297.015464,49.225299,-2.464,-3.825,2459772.313,2.8164979,2.6896665,19270.72703,14.4894174,539.3972356,1229.127481,14.4889,939.744,5413,4.39994,1.0130399,CONFIRMED
4483.01,209752908,297.790921,16.912568,8.954,2.754,2459420.283,1.752217,2.1714375,77630.41246,20.3177656,282.3101387,1045.44543,15.1403,565.541,4355,4.53128,0.740712,CONFIRMED
4484.01,272707711,296.683099,42.967882,4.537,1.17,2459420.963,2.6890703,2.1209962,38330.4095,15.2271225,248.5292583,1012.661107,15.0893,734.772,4844,4.54518,0.785703,CANDIDATE
4485.01,137903329,293.092528,41.35551,-1.535,-4.732,2459423.156,7.3405675,3.2557004,11139.70059,16.7317044,378.0645504,1124.634077,13.9154,1177.55,5828.81,4.14418,1.4372801,CONFIRMED
4486.01,99224131,305.441329,26.692676,-9.203,1.901,2460558.072,2.6915408,3.986,7265,17.4501,4392.03,2267,9.93225,350.351,6955,4.04,1.96,CONFIRMED
4487.01,193754373,306.422081,45.971031,-0.62,-13.411,2459818.051,3.9540617,3.869,5820,13.1238,792.078,1477,11.4923,479.145,5773,4.03,1.69,CANDIDATE
4488.01,269269546,299.905917,45.43961,-0.429,-15.097,2459798.529,4.45417,2.27143,21409.05245,13.8017218,233.7193811,997.225629,14.3945,751.776,5353.54,4.47701,0.922087,CONFIRMED
4489.01,267572272,284.296039,51.269121,-4.114,-0.854,2459911.039,2.7974757,2.2149132,18699.85048,12.0149088,412.3913581,1149.33634,12.7678,390.594,5477,4.54393,0.867368,CONFIRMED
449.01,139528693,63.756266,-22.11639,-0.463,6.424,2459175.59,2.1751729,4.7918806,7780.64352,18.7874019,4812.623824,2124.296965,11.8282,754.258,6291,3.9,2.0625999,CONFIRMED
4490.01,268924036,299.561868,43.503517,-4.417,-9.668,2459421.603,2.0523417,2.1224957,34476.09074,22.5105621,1327.249868,1539.422828,14.7344,1302.33,5767,4.31546,1.16875,CONFIRMED
4491.01,193336820,305.689744,47.308619,227.022,204.489,2460550.715,5.006622,1.66,1290,2.22447,47.6469,731,10.4382,46.4488,4006,4.68,0.6,CONFIRMED
4492.01,298297931,308.6508,29.238102,-55.188,-74.837,2460555.32,4.4331838,3.856,9166,12.5157,430.349,1268,9.63105,143.184,5667,4.24,1.26,CANDIDATE
4493.01,263218688,298.686935,23.060942,14.321,31.288,2459794.386,1.5076298,1.93,280,4.68666,820.873,1491,8.94942,181.32,4954,4.33418,2.82,CANDIDATE
4494.01,40466976,293.328194,33.482606,12.9,4.4,2460318.213,32.535016,3.67,3821,10.50417995,33.301,669,7.3664,54.9701,6303.8,4.33418,1.23,CANDIDATE
4495.01,120826158,286.362495,37.02599,12.296,-25.192,2459765.915,5.1830043,2.783,670,3.63045,346.626,1202,9.00568,132.214,6156,4.25196,1.34,CONFIRMED
4495.02,120826158,286.362495,37.02599,12.296,-25.192,2459770.01,2.5693728,2.471,290,2.18392,1001.28,1567,9.00568,132.214,6156,4.25196,1.34,CANDIDATE
4496.01,275758701,305.270928,43.675167,8.4,-2.1,2460559.123,1.18803,1.322,3840,10.50417995,2072.937011,1720.942167,9.159,264.751,5788.7,4.33418,1.23,CANDIDATE
4497.01,436166416,306.396098,27.816089,12.348,9.1,2459440.84,3.6001959,2.887,7820,16.1928,1141.26,1619,10.3544,395.542,7172,4.16,1.75,CANDIDATE
4498.01,305943739,295.468588,23.377283,68.321,-164.342,2459441.27,5.3073459,3.714,200,2.05347,494.046,1313,7.948,79.4746,5821.4,4.16,1.42,FALSE POSITIVE
4499.01,120183168,284.361887,39.076184,22.207,29.304,2460338.926,3.4902115,2.449,366,2.05978,555.873,1352,10.1293,175.743,6111,4.43,1.09,CANDIDATE
4499.02,120183168,284.361887,39.076184,22.207,29.304,2460335.262,5.5387718,3.163,439,2.07738,366.683,1219,10.1293,175.743,6111,4.43,1.09,CANDIDATE
4500.01,406190563,306.244087,30.348186,4.555,-2.177,2459446.222,1.773346,3.291,710,7.95884,6411.52,2492,10.351,604.164,6802,3.63,3.08,FALSE POSITIVE
4501.01,22069559,292.723724,30.433453,2.742,4.353,2460337.772,2.0348789,2.379,176,3.57655,93196.9,4867,8.46837,334.551,8279,3.81,2.94,CANDIDATE
4502.01,239372503,311.435385,43.445151,2.207,1.131,2460366.918,0.8560277,1.587,247,3.15801,46825.3,1175.803988,8.716291,413.683,11798,4.18,2.38,FALSE POSITIVE
4503.01,167719618,103.092872,-65.097657,-62.709,-62.418,2459234.617,710.6982018,7.1450196,691.3914728,2.0928405,0.8364817,243.9123864,9.0803,62.505,5334,4.6001,0.796254,CANDIDATE
4504.01,349972412,114.467307,-62.078278,-8.658,-8.319,2460059.619,82.9294114,7.4967507,13067.73323,11.4756331,0.2639044,182.8021957,12.5542,342.605,5271,4.43,0.960919,CONFIRMED
4504.02,349972412,114.467307,-62.078278,-8.658,-8.319,2459038.46,2.4261538,2.1344641,754.8303067,2.6600255,548.0543839,1234.029846,12.5542,342.605,5271,4.43,0.960919,CONFIRMED
4505.01,150299840,95.241796,-60.955781,-1.117,29.537,2459068.265,19.4723789,7.7309404,7062.880606,17.3337286,289.5679511,1052.100853,10.4223,421.749,7182.7,4.24,1.9674799,CANDIDATE
4506.01,434105094,354.410625,-12.84253,203.26,-319.09,2458357.518,5.4107024,0.7211954,22498.10664,2.9859726,1.9002158,299.447353,13.6343,370.553,2938,5.14513,0.185013,CANDIDATE
4507.01,179582003,80.451368,-69.988217,21.922,4.006,2458413.85,104.6162557,9.3317949,6111.46334,15.8235575,23.5777503,562.0116791,10.2301,178.26,6115.26,3.90726,1.97585,CANDIDATE
4508.01,170789802,69.614731,-31.189335,86.8,20.513,2458438.012,3.4672779,0.4055928,3657.060355,2.1135466,13.9606166,492.9988422,11.8371,33.4412,3383,4.89132,0.332564,CANDIDATE
4509.01,319610598,100.953422,-52.638381,-0.11,-6.068,2459231.764,4.11641125,6.4567709,3177.620499,10.4883207,18.6516855,530.0285587,11.4003,629.031,6930,4.10087,1.81171,CANDIDATE
451.01,257605131,62.966385,-37.93973,-11.167,12.375,2458416.635,16.364873,4.0478302,2075.094412,3.9248322,38.2371999,634.2219521,10.2666,123.739,5481,4.56,0.856226,CONFIRMED
451.02,257605131,62.966385,-37.93973,-11.167,12.375,2458410.999,1.8586624,2.0525797,497.6683497,1.9323657,695.1879631,1309.620035,10.2666,123.739,5481,4.56,0.856226,CONFIRMED
451.03,257605131,62.966385,-37.93973,-11.167,12.375,2458411.806,9.1910792,3.055677,940.8500219,2.7251006,82.5177911,768.6995876,10.2666,123.739,5481,4.56,0.856226,CONFIRMED
4510.01,340458804,115.639048,-58.623272,-4.994,7.688,2459039.762,194.2432864,9.2564583,810.9983952,4.4714848,12.3017271,477.6516387,10.3607,373.289,7923,4.35405,1.5184,CANDIDATE
4511.01,333674399,49.305279,15.501727,-18.774,-98.362,2460243.484,20.9040576,5.197,930,4.53003,419.568,1260,9.81932,121.832,5708,4.44413,1,CANDIDATE
4511.02,333674399,49.305279,15.501727,-18.774,-98.362,2460258.713,10.9776867,3.596,860,5.76837,938.995,1542,9.81932,121.832,5708,4.44413,1,CANDIDATE
4512.01,243014114,60.792973,16.347166,31.845,-62.191,2459450.837,19.5620458,6.4231417,1397.814899,3.2870868,10.9554543,464.0100077,11.2723,99.9293,4246.8,4.5,0.758892,CONFIRMED
4513.01,408261725,18.090518,13.75508,106.605,-76.3,2459488.219,9.7607632,1.967,790,2.22799,30.3621,653,9.96064,102.609,5558,4.62634,0.8,CANDIDATE
4514.01,436875934,42.721741,29.022249,14.865,-27.458,2459883.37,2.7535993,2.141,14460,10.7107,227.759,1082,13.1361,361.155,5032.08,4.49678,0.86,CONFIRMED
4515.01,456862677,21.186178,21.513064,-4.123,3.589,2459451.623,15.2664658,2.6673792,16186.17295,12.2663968,42.2986706,650.4312952,11.302,193.499,5420.82,4.52994,0.874078,CONFIRMED
4516.01,85593751,47.368947,30.673382,3.856,-44.826,2459885.542,3.7224626,2.595678,19962.61058,11.4694856,184.988035,940.6014835,10.9332,124.73,4926,4.51771,0.82064,CONFIRMED
4517.01,301289516,351.771776,-1.285343,376.019,216.071,2460231.734,1.2089755,1.286,668,1.68645,325.749,1183,9.0684,29.661,4199,4.65321,0.63,CONFIRMED
4518.01,398572544,353.616269,-1.579985,22.318,10.78,2460229.806,3.408833,3.163,16032,14.2632,695.65,1430,11.6238,348.494,6134,4.41,1.11,CONFIRMED
4519.01,419957393,31.106453,3.99893,19.882,-0.574,2459448.625,5.8903558,2.5374738,8410.614337,10.50417995,245.1888178,1009.241068,13.4911,370.553,5780,4.438,1.23,CANDIDATE
452.01,139733308,67.222847,-21.482057,-0.026,-22.048,2459174.696,4.7633952,3.0078272,13160.62983,10.2196833,183.2394519,938.3708227,11.9012,246.384,5258,4.51,0.87551,CONFIRMED
4520.01,404243877,347.704316,-7.857559,-1.585,-3.482,2460227.357,3.2047072,3.331,7448,10.50417995,355.909,1175.803988,13.1749,537.963,5342,4.33418,1.23,CONFIRMED
4521.01,439842788,334.796989,-1.83443,-57.586,-56.075,2459450.368,3.0717182,1.5983426,14228.62661,12.0054949,279.7736168,1043.089176,11.4825,176.818,5082,4.5108,0.848394,CONFIRMED
4522.01,369480087,23.304228,5.645209,-45.078,-32.668,2459447.841,0.3643225,0.2120684,38216.78954,6.9527391,329.3048956,1086.473896,15.6615,233.735,3473,4.87657,0.347331,FALSE POSITIVE
